Location name,Lat (GDA94),Long (GDA94),Survey date,Depth (m),Chlorophyll a (ug/L),Secchi depth (metres),Total N (mg/L),Ammonia (mg/L),Organic N (mg/L),NOx (mg/L),DO (mg/L),DO saturation (%),pH (Unit),Pheopigments (ug/L),FRP (mg/L),Total P (mg/L),Salinity (g/L),Conductivity (mS/cm),Temp (deg C),Turbidity (NTU)
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2005-04-12,0.2,2.9,0.6,0.2,0.002,0.196,< 0.002,6.9,100.7,8.25,1.5,0.047,0.073,35.4,53.6,24.41,15.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2005-04-12,0.2,1.1,1.7,0.13,< 0.002,0.126,< 0.002,6.8,99.5,8.22,0.7,0.016,0.024,36.1,54.4,24.03,4.0
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2005-05-12,0.2,2.3,1.4,0.2,< 0.002,0.196,< 0.002,7.4,99.2,8.2,3.9,0.059,0.083,33.4,50.8,19.82,5.0
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2005-05-12,0.2,6.6,1,0.28,0.007,0.257,0.016,7.0,93.4,8.08,2.5,0.087,0.12,32.2,49.2,19.86,6.0
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2005-05-12,0.2,11.2,0.9,0.48,0.054,0.339,0.087,6.3,83.3,7.9,5.4,0.16,0.2,30.6,47.0,20.41,8.0
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2005-05-12,0.2,22,1,0.81,0.13,0.46,0.22,6.3,83.9,7.77,3,0.29,0.35,27.0,42.0,21.33,5.0
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2005-05-12,0.2,4.9,0.9,0.85,0.24,0.35,0.26,4.5,58.8,7.43,2.7,0.29,0.34,23.5,37.1,21.38,7.0
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2005-05-12,0.2,2.9,1.95,0.17,< 0.002,0.166,< 0.002,7.5,100.8,8.15,1,0.046,0.064,34.4,52.3,20.03,4.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2005-05-12,0.2,2.4,3.1,0.13,0.006,0.117,0.007,7.3,98.8,8.13,0.8,0.026,0.034,34.7,52.7,20.18,1.0
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2005-06-09,0.2,2,2.4,0.18,< 0.002,0.176,< 0.002,7.8,104.7,8.11,1.4,0.063,0.084,34.2,52.0,19.68,3.0
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2005-06-09,0.2,4.1,1.75,0.26,0.006,0.236,0.018,7.7,103.1,8.11,0.8,0.084,0.12,33.9,51.6,19.49,4.0
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2005-06-09,0.2,6.2,1.35,0.35,0.025,0.273,0.052,7.3,96.4,7.93,2.6,0.12,0.15,32.2,49.3,19.68,6.0
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2005-06-09,0.2,11.6,1.4,0.55,0.068,0.362,0.12,7.8,103.6,7.85,6.1,0.17,0.22,30.4,46.7,20.26,5.0
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2005-06-09,0.2,2.7,1.35,0.94,0.29,0.37,0.28,5.0,65.0,7.44,3.2,0.29,0.34,26.9,41.9,20.45,7.0
HAYS INLET HORNIBROOK HIGHWAY BRIDGE (EHMP) SITE 900,-27.264333,153.079957,2005-06-09,0.2,3.3,1.35,0.23,< 0.002,0.226,< 0.002,7.7,104.5,8.17,0.9,0.055,0.082,34.5,52.4,20.05,5.0
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2005-06-09,0.2,1.3,2.6,0.15,< 0.002,0.146,< 0.002,7.7,103.4,8.26,0.4,0.048,0.065,34.9,52.9,19.46,2.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2005-06-09,0.2,0.6,4.3,0.11,< 0.002,0.106,< 0.002,7.6,100.9,8.29,< 0.1,0.038,0.046,34.8,52.8,18.91,1.0
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2005-07-08,0.2,1.7,2,0.24,0.003,0.235,0.002,8.3,106.3,8.15,3.3,0.05,0.079,31.5,48.2,18.3,2.0
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2005-07-08,0.2,4.5,1.5,0.39,0.019,0.291,0.08,8.1,102.6,8.06,2.7,0.097,0.13,27.3,42.4,18.92,5.0
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2005-07-08,0.2,3.6,1.5,0.57,0.091,0.299,0.18,7.0,86.5,7.84,2.7,0.16,0.19,24.2,38.0,18.81,4.0
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2005-07-08,0.2,3.3,1,0.94,0.19,0.37,0.38,6.6,81.0,7.62,2,0.32,0.37,21.0,33.5,19.48,7.0
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2005-07-08,0.2,1.9,0.8,0.91,0.23,0.32,0.36,4.8,58.1,7.32,1.9,0.24,0.29,18.1,29.2,19.2,8.0
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2005-07-08,0.2,1.5,2.7,0.22,< 0.002,0.216,< 0.002,8.6,110.7,8.11,1,0.031,0.061,32.0,49.0,18.29,2.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2005-07-08,0.2,1.8,2.7,0.15,< 0.002,0.146,< 0.002,8.7,112.7,8.13,1.3,0.03,0.055,32.4,49.5,18.35,1.0
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2005-07-29,0.2,1.2,2.8,0.14,0.005,0.132,0.003,7.7,98.1,7.99,0.7,0.053,0.071,32.8,50.0,17.65,3.0
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2005-07-29,0.2,2.1,1.7,0.28,0.038,0.191,0.051,7.3,92.0,7.82,0.7,0.11,0.13,30.7,47.2,17.56,4.0
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2005-07-29,0.2,1.8,1.65,0.67,0.1,0.44,0.13,6.8,84.2,7.66,0.9,0.16,0.2,28.9,44.7,17.4,6.0
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2005-07-29,0.2,1,1.8,0.86,0.24,0.26,0.36,6.0,74.0,7.46,1.1,0.4,0.43,26.4,41.1,17.74,3.0
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2005-07-29,0.2,0.7,1.3,0.63,0.17,0.23,0.23,5.2,64.0,7.32,1,0.24,0.26,24.3,38.2,17.99,6.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2005-07-29,0.2,1.1,4,0.11,< 0.002,0.106,< 0.002,8.2,104.5,8.28,0.5,0.041,0.051,33.7,51.3,17.24,1.0
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2005-09-08,0.2,0.6,2.7,0.15,0.002,0.146,< 0.002,7.5,100.8,8.06,0.9,0.048,0.067,34.2,52.0,20.2,1.0
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2005-09-08,0.2,1.8,1.6,0.18,0.003,0.174,0.003,7.3,97.5,7.98,0.9,0.056,0.085,33.8,51.4,20.07,4.0
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2005-09-08,0.2,1.3,1.4,0.2,0.005,0.192,0.003,7.1,94.3,7.97,2.8,0.068,0.095,33.6,51.1,19.6,4.0
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2005-09-08,0.2,3.7,0.9,0.45,0.082,0.258,0.11,6.5,88.1,7.73,1.3,0.17,0.21,30.6,47.1,21.57,5.0
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2005-09-08,0.2,1.6,0.7,0.92,0.29,0.34,0.29,5.0,67.4,7.48,1.9,0.34,0.39,27.7,43.0,21.65,10.0
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2005-09-08,0.2,0.9,3.2,0.13,< 0.002,0.126,< 0.002,7.3,99.0,8.08,< 0.1,0.042,0.053,35.1,53.1,20.44,1.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2005-09-08,0.2,1.5,2.8,0.12,< 0.002,0.116,< 0.002,7.6,103.0,8.11,0.2,0.025,0.036,35.3,53.5,20.32,1.0
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2005-10-12,0.2,2.3,1.65,0.22,< 0.002,0.216,< 0.002,6.1,88.9,7.93,1,0.059,0.083,35.3,53.5,24.0,3.0
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2005-10-12,0.2,2.7,1.2,0.33,0.039,0.275,0.016,5.6,81.0,7.79,1,0.12,0.14,33.8,51.4,24.29,4.0
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2005-10-12,0.2,1.3,1.35,0.44,0.13,0.264,0.046,4.5,64.7,7.61,0.8,0.19,0.21,32.2,49.3,24.78,5.0
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2005-10-12,0.2,1.4,0.9,0.76,0.21,0.36,0.19,4.3,62.8,7.44,2,0.33,0.37,30.6,47.1,25.79,5.0
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2005-10-12,0.2,3.1,1,0.62,0.16,0.35,0.11,3.4,49.4,7.26,1.7,0.32,0.35,28.3,43.9,26.16,6.0
HAYS INLET HORNIBROOK HIGHWAY BRIDGE (EHMP) SITE 900,-27.264333,153.079957,2005-10-12,0.2,4.3,1.3,0.27,0.003,0.262,0.005,6.1,89.1,7.97,1,0.047,0.077,35.6,53.8,23.99,7.0
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2005-10-12,0.2,3.2,1.1,0.21,< 0.002,0.206,< 0.002,6.6,96.5,8.08,0.4,0.047,0.073,35.6,53.9,24.19,5.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2005-10-12,0.2,3.3,1.1,0.16,0.004,0.15,0.006,6.7,98.3,8.09,1.3,0.036,0.052,35.5,53.8,24.17,8.0
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2005-11-10,0.2,7.5,0.95,0.34,0.003,0.335,< 0.002,6.4,95.4,8.14,1.4,0.063,0.11,32.4,49.6,26.13,7.0
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2005-11-10,0.2,7.6,0.95,0.4,0.004,0.394,0.002,6.4,94.5,7.99,8,0.12,0.18,29.9,46.1,26.45,9.0
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2005-11-10,0.2,11.6,0.8,0.48,0.033,0.434,0.013,6.4,92.6,7.8,7.1,0.18,0.24,26.7,41.7,26.73,11.0
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2005-11-10,0.2,15.1,1,0.83,0.042,0.638,0.15,7.1,102.4,7.7,7.2,0.3,0.43,23.7,37.4,27.18,8.0
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2005-11-10,0.2,8.2,1,0.67,0.11,0.4,0.16,4.7,66.6,7.35,2.3,0.29,0.34,19.9,31.9,27.44,8.0
HAYS INLET HORNIBROOK HIGHWAY BRIDGE (EHMP) SITE 900,-27.264333,153.079957,2005-11-10,0.2,10.4,0.85,0.37,0.005,0.363,< 0.002,6.7,100.0,8.18,1.4,0.043,0.091,32.2,49.2,26.3,10.0
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2005-11-10,0.2,6.4,0.9,0.33,< 0.002,0.326,< 0.002,6.8,102.7,8.28,1.2,0.05,0.096,33.2,50.6,26.62,9.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2005-11-10,0.2,8.3,0.7,0.42,< 0.002,0.416,< 0.002,6.9,103.8,8.28,0.9,0.044,0.11,33.7,51.3,26.61,12.0
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2005-12-09,0.2,5,0.7,0.39,< 0.002,0.386,< 0.002,6.7,100.2,8.12,4.2,0.061,0.11,27.0,42.1,28.75,8.0
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2005-12-09,0.2,4.1,0.7,0.53,< 0.002,0.526,< 0.002,7.0,103.0,8.04,20.3,0.089,0.15,22.7,35.9,29.05,9.0
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2005-12-09,0.2,10.7,0.7,0.6,0.005,0.587,0.008,7.1,102.6,7.9,4,0.11,0.19,19.2,30.9,29.36,12.0
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2005-12-09,0.2,15.2,0.6,0.74,0.007,0.699,0.034,7.2,103.8,7.67,11.1,0.12,0.23,14.4,23.7,30.41,14.0
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2005-12-09,0.2,8.4,0.7,0.77,0.004,0.576,0.19,6.8,96.1,7.45,1.6,0.14,0.22,12.7,21.1,30.14,13.0
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2005-12-09,0.2,3.1,1,0.27,< 0.002,0.266,< 0.002,6.3,96.9,7.92,4.6,0.046,0.077,29.3,45.2,29.0,5.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2005-12-09,0.2,3.2,0.95,0.24,< 0.002,0.236,< 0.002,6.4,100.0,7.97,1.2,0.041,0.07,32.1,49.1,28.96,8.0
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2006-01-06,0.2,8,0.95,0.33,0.003,0.325,< 0.002,5.2,79.5,7.92,2.5,0.073,0.12,30.6,47.0,28.88,10.0
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2006-01-06,0.2,13.9,0.8,0.43,0.004,0.424,< 0.002,5.1,76.6,7.75,3.6,0.1,0.16,26.5,41.4,29.28,12.0
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2006-01-06,0.2,15.6,0.7,0.49,0.018,0.46,0.012,4.9,73.9,7.62,5.8,0.12,0.18,23.6,37.2,29.65,12.0
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2006-01-06,0.2,17.4,0.6,0.72,0.099,0.528,0.093,5.2,77.0,7.47,6,0.16,0.22,20.4,32.7,29.81,14.0
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2006-01-06,0.2,26.7,0.5,0.85,0.18,0.54,0.13,4.1,58.8,7.19,6.5,0.15,0.24,14.9,24.5,29.68,21.0
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2006-01-06,0.2,3.7,0.8,0.28,0.005,0.273,< 0.002,6.2,97.9,8.17,3.2,0.053,0.087,32.8,50.1,29.8,8.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2006-01-06,0.2,9.1,0.7,0.26,< 0.002,0.256,< 0.002,6.2,98.2,8.22,1,0.06,0.095,33.9,51.6,29.56,10.0
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2006-02-06,0.2,5.7,1,0.29,< 0.002,0.286,< 0.002,5.5,85.2,8.13,1.4,0.064,0.11,33.2,50.6,28.4,10.0
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2006-02-06,0.2,7,0.8,0.37,< 0.002,0.366,< 0.002,5.6,85.3,7.98,4,0.087,0.14,30.2,46.5,28.86,8.0
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2006-02-06,0.2,13.4,0.75,0.46,< 0.002,0.456,< 0.002,5.6,84.3,7.84,1.7,0.11,0.18,27.5,42.7,29.15,11.0
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2006-02-06,0.2,15.6,0.7,0.63,0.002,0.605,0.023,6.5,97.1,7.72,9,0.19,0.28,24.6,38.6,29.56,14.0
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2006-02-06,0.2,13.9,0.8,0.68,0.12,0.492,0.068,5.1,75.2,7.36,4.2,0.23,0.29,20.7,33.1,29.7,12.0
HAYS INLET HORNIBROOK HIGHWAY BRIDGE (EHMP) SITE 900,-27.264333,153.079957,2006-02-06,0.2,5,1.2,0.28,< 0.002,0.276,< 0.002,6.1,95.4,8.21,0.8,0.062,0.093,34.0,51.7,28.52,5.0
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2006-02-06,0.2,4.2,0.8,0.24,< 0.002,0.236,< 0.002,6.1,96.2,8.21,< 0.1,0.064,0.096,34.8,52.8,28.78,9.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2006-02-06,0.2,3.8,0.85,0.19,< 0.002,0.186,< 0.002,6.5,101.8,8.21,0.7,0.021,0.045,35.4,53.6,28.39,10.0
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2006-03-08,0.2,6.9,1.2,0.33,0.003,0.32,0.007,7.3,103.8,8.18,2.6,0.055,0.09,29.9,46.1,24.81,6.0
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2006-03-08,0.2,12.3,1,0.45,0.01,0.385,0.055,7.2,100.3,8.14,4.6,0.092,0.14,25.1,39.4,25.08,8.0
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2006-03-08,0.2,19.5,0.8,0.67,0.027,0.503,0.14,7.1,96.6,7.87,4.4,0.14,0.21,20.8,33.3,25.1,8.0
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2006-03-08,0.2,33.5,0.8,1,0.1,0.6,0.3,7.2,97.5,7.65,10.2,0.26,0.36,17.1,27.9,25.56,10.0
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2006-03-08,0.2,5.6,0.85,0.89,0.3,0.36,0.23,4.3,56.7,7.26,2,0.22,0.25,16.0,26.2,25.25,7.0
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2006-03-08,0.2,3.1,1.4,0.19,0.003,0.185,< 0.002,7.7,112.8,8.18,0.7,0.026,0.049,32.6,49.8,25.0,3.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2006-03-08,0.2,3.7,1.4,0.16,< 0.002,0.156,< 0.002,8.1,119.2,8.22,0.3,0.022,0.042,34.0,51.7,25.01,4.0
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2006-04-06,0.2,1.1,1,0.2,< 0.002,0.196,< 0.002,6.0,88.7,8.1,4.8,0.03,0.058,34.5,52.3,25.62,7.0
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2006-04-06,0.2,7.3,1,0.29,0.002,0.286,< 0.002,6.2,91.7,8.0,2.3,0.045,0.085,32.6,49.8,26.15,7.0
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2006-04-06,0.2,7.3,0.9,0.48,0.061,0.353,0.066,6.0,88.2,7.83,4.4,0.076,0.12,30.0,46.2,26.01,7.0
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2006-04-06,0.2,13.4,0.9,0.82,0.17,0.39,0.26,5.6,80.8,7.62,3.3,0.13,0.18,27.3,42.5,25.81,7.0
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2006-04-06,0.2,7,0.95,0.78,0.26,0.35,0.17,3.7,52.0,7.35,2.5,0.16,0.2,25.7,40.1,25.62,6.0
HAYS INLET HORNIBROOK HIGHWAY BRIDGE (EHMP) SITE 900,-27.264333,153.079957,2006-04-06,0.2,3.2,0.9,0.21,0.006,0.198,0.006,5.6,82.6,8.04,1,0.032,0.057,34.7,52.6,24.91,9.0
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2006-04-06,0.2,2.3,0.9,0.17,< 0.002,0.164,0.004,5.8,85.6,8.09,1,0.026,0.047,35.0,53.0,24.94,11.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2006-04-06,0.2,2.5,1,0.15,< 0.002,0.146,0.002,6.1,90.6,8.11,< 0.1,0.029,0.046,35.1,53.1,25.33,13.0
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2006-05-08,0.2,1.6,1.6,0.25,< 0.002,0.246,< 0.002,7.5,103.5,8.16,0.5,0.037,0.059,35.5,53.7,21.27,5.0
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2006-05-08,0.2,2,1.45,0.26,< 0.002,0.256,< 0.002,7.6,106.0,8.11,1.1,0.043,0.064,35.0,53.0,21.97,6.0
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2006-05-08,0.2,7,1.2,0.4,< 0.002,0.396,< 0.002,8.5,118.5,8.03,2.2,0.046,0.095,33.2,50.7,22.05,10.0
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2006-05-08,0.2,12.1,1.2,0.63,0.046,0.464,0.12,9.8,135.1,7.9,2.8,0.1,0.16,30.9,47.4,22.38,8.0
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2006-05-08,0.2,3.1,1.2,0.77,0.2,0.36,0.21,6.4,87.0,7.52,4.4,0.15,0.19,29.1,45.0,22.38,10.0
HAYS INLET HORNIBROOK HIGHWAY BRIDGE (EHMP) SITE 900,-27.264333,153.079957,2006-05-08,0.2,3.4,1.3,0.24,0.003,0.225,0.012,7.1,99.3,8.08,1,0.043,0.058,35.4,53.6,21.47,8.0
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2006-05-08,0.2,1.3,1.2,0.17,< 0.002,0.166,< 0.002,7.1,99.6,8.14,0.3,0.033,0.043,35.6,53.8,21.93,7.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2006-05-08,0.2,1.1,1,0.15,< 0.002,0.146,< 0.002,7.2,102.5,8.17,0.2,0.03,0.04,35.6,53.9,22.82,8.0
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2006-06-05,0.2,2.4,1.6,0.33,< 0.002,0.326,< 0.002,7.7,96.8,8.27,0.2,0.04,0.075,35.6,53.9,15.96,3.0
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2006-06-05,0.2,6.1,1.5,0.26,< 0.002,0.256,< 0.002,7.8,98.4,8.18,1,0.05,0.072,34.9,52.9,16.27,4.0
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2006-06-05,0.2,6.1,1.6,0.44,0.027,0.293,0.12,7.1,88.8,7.95,3.1,0.085,0.11,33.0,50.4,16.56,7.0
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2006-06-05,0.2,7.4,1.1,0.81,0.18,0.29,0.34,6.8,84.7,7.77,4.4,0.18,0.19,30.7,47.3,17.31,5.0
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2006-06-05,0.2,1.7,1.1,0.71,0.19,0.24,0.28,5.3,66.0,7.53,1.3,0.16,0.17,29.5,45.5,17.16,6.0
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2006-06-05,0.2,2,1.9,0.2,< 0.002,0.196,< 0.002,8.0,101.3,8.26,0.3,0.036,0.062,35.9,54.2,16.3,3.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2006-06-05,0.2,1.3,1.9,0.15,< 0.002,0.146,< 0.002,7.9,102.1,8.3,< 0.1,0.015,0.031,35.9,54.2,17.46,3.0
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2006-07-05,0.2,3.3,1,0.24,< 0.002,0.236,< 0.002,7.9,100.5,8.07,1.2,0.034,0.07,35.4,53.5,16.61,5.0
